5.000000000E+2	-1.052000000E+0	2.412834729E+0
1.000000000E+3	-5.980000001E-1	2.660754074E+0
1.500000000E+3	2.592000000E+0	4.231968713E+0
2.000000000E+3	1.436000000E+0	4.644384804E+0
2.500000000E+3	3.722000000E+0	3.913387280E+0
3.000000000E+3	2.190000000E+0	3.339801412E+0
3.500000000E+3	9.600000000E-1	5.139205847E+0
4.000000000E+3	1.222000000E+0	5.130280256E+0
4.500000000E+3	4.780000000E+0	5.812316971E+0
5.000000000E+3	2.438000000E+0	2.571242057E+0
5.500000000E+3	-2.600000015E-2	3.377085448E+0
6.000000000E+3	-8.320000001E-1	2.823126072E+0
6.500000000E+3	2.022000000E+0	2.758296576E+0
7.000000000E+3	2.298000000E+0	2.951184473E+0
7.500000000E+3	2.880000000E+0	2.804826744E+0
8.000000000E+3	8.680000000E-1	1.426527109E+0
8.500000000E+3	3.080000000E+0	3.128733199E+0
9.000000000E+3	3.590000000E+0	2.538063700E+0
9.500000000E+3	2.472000000E+0	1.594700407E+0
1.000000000E+4	1.674000000E+0	3.886977211E+0
1.050000000E+4	5.394000000E+0	3.771645557E+0
1.100000000E+4	4.836000000E+0	2.679412059E+0
1.150000000E+4	5.588000000E+0	4.948408938E+0
1.200000000E+4	6.640000000E+0	5.274312026E+0
1.250000000E+4	6.268000000E+0	4.403822088E+0
1.300000000E+4	4.684000000E+0	3.927587409E+0
1.350000000E+4	6.918000000E+0	4.033140772E+0
1.400000000E+4	7.456000000E+0	5.090104846E+0
1.450000000E+4	6.274000000E+0	5.020978439E+0
1.500000000E+4	1.036200000E+1	5.625473041E+0
1.550000000E+4	5.326000000E+0	3.094203270E+0
1.600000000E+4	1.074600000E+1	4.571259372E+0
1.650000000E+4	8.052000000E+0	3.176883340E+0
1.700000000E+4	7.866000000E+0	3.707620944E+0
1.750000000E+4	1.103200000E+1	4.426317399E+0
1.800000000E+4	1.278800000E+1	4.120124825E+0
1.850000000E+4	1.249800000E+1	3.090769008E+0
1.900000000E+4	1.148000000E+1	3.375295603E+0
1.950000000E+4	1.317200000E+1	2.855656756E+0
2.000000000E+4	1.123000000E+1	2.691122973E+0
2.050000000E+4	1.273600000E+1	3.305509316E+0
2.100000000E+4	1.409400000E+1	2.893859086E+0
2.150000000E+4	1.952000000E+1	5.810880013E+0
2.200000000E+4	1.681800000E+1	2.655720818E+0
2.250000000E+4	1.613800000E+1	2.704953129E+0
2.300000000E+4	2.076400000E+1	4.618086007E+0
2.350000000E+4	1.939400000E+1	3.139557359E+0
2.400000000E+4	2.228800000E+1	4.159391635E+0
2.450000000E+4	1.929400000E+1	2.058266558E+0
2.500000000E+4	2.191400000E+1	2.311826736E+0
2.550000000E+4	2.237600000E+1	2.532434499E+0
2.600000000E+4	2.483600000E+1	6.371683531E+0
2.650000000E+4	2.475600000E+1	3.262232865E+0
2.700000000E+4	2.205600000E+1	2.374034713E+0
2.750000000E+4	2.677600000E+1	3.047030003E+0
2.800000000E+4	2.899800000E+1	2.295992071E+0
2.850000000E+4	2.954200000E+1	2.229989476E+0
2.900000000E+4	3.053200000E+1	7.645800234E+0
2.950000000E+4	3.256800000E+1	2.781147906E+0
3.000000000E+4	3.458400000E+1	3.914945721E+0
3.050000000E+4	3.709400000E+1	4.398534543E+0
